PATH;/System/ProjectLists/bcpg:entityLists/project_Hierarchy;
TYPE;bcpg:linkedValue;
COLUMNS;bcpg:lkvValue;
VALUES;Cosmetics;
VALUES;Medical;
VALUES;Sport;
VALUES;Thinness;
VALUES;Information technology;
VALUES;Miscellaneous;
VALUES;Building;
;;
PATH;/System/ProjectLists/bcpg:entityLists/project_Hierarchy;
TYPE;bcpg:linkedValue;
COLUMNS;bcpg:parentLevel;bcpg:lkvValue
VALUES;Cosmetics;Soap
VALUES;Cosmetics;Skin
VALUES;Cosmetics;Body
VALUES;Cosmetics;Cream
VALUES;Cosmetics;Raw material
VALUES;Cosmetics;Miscellaneous
VALUES;Miscellaneous;Template
VALUES;Information technology;IT Hardware
VALUES;Information technology;IT Software
VALUES;Information technology;IT Internal project
VALUES;Information technology;IT Miscellaneous
VALUES;Building;Building Extension
VALUES;Building;Building Modification
VALUES;Building;Building Miscellaneous
