"PATH";"/System/Characts/Ings";;
"TYPE";"bcpg:ing";;
"COLUMNS";"cm:name";"bcpg:ingType";"bcpg:ingCEECode"
"#";"http://fr.wikipedia.org/wiki/Liste_des_additifs_alimentaires";;
"VALUES";"E100 - curcumine";"Colorant alimentaire";"E100"
"VALUES";"E100(i) - curcumine";"Colorant alimentaire";"E100(i)"
"VALUES";"E100(ii) - turmerique";"Colorant alimentaire";"E100(ii)"
"VALUES";"E1000 - acide cholique (émulsifiant)";"Autre additif";"E1000"
"VALUES";"E1001 - sels et esters de choline (émulsifiant)";"Autre additif";"E1001"
"VALUES";"E1001(i) - acétate de choline, émulsifiant";"Autre additif";"E1001(i)"
"VALUES";"E1001(ii) - carbonate de choline, émulsifiant";"Autre additif";"E1001(ii)"
"VALUES";"E1001(iii) - chlorure de choline, émulsifiant";"Autre additif";"E1001(iii)"
"VALUES";"E1001(iv) - citrate de choline, émulsifiant";"Autre additif";"E1001(iv)"
"VALUES";"E1001(v) - tartrate de choline, émulsifiant";"Autre additif";"E1001(v)"
"VALUES";"E1001(vi) - lactate de choline, émulsifiant";"Autre additif";"E1001(vi)"
"VALUES";"E101(i) - riboflavine (vitamine b2)";"Colorant alimentaire";"E101(i)"
"VALUES";"E101(iii) - riboflavine (bacillus subtilis)";"Colorant alimentaire";"E101(iii)"
"VALUES";"E101a(ii) - 5'-phosphate sodique de riboflavine";"Colorant alimentaire";"E101a(ii)"
"VALUES";"E102 - tartrazine";"Colorant alimentaire";"E102"
"VALUES";"E103 - jaune chrysoine (interdit en france)";"Colorant alimentaire";"E103"
"VALUES";"E104 - jaune de quinoléine";"Colorant alimentaire";"E104"
"VALUES";"E105 - jaune solide";"Colorant alimentaire";"E105"
"VALUES";"E106 - riboflavine-5-sodium phosphate, vitamine B2";"Colorant alimentaire";"E106"
"VALUES";"E107 - jaune 2g";"Colorant alimentaire";"E107"
"VALUES";"E110 - jaune orange s";"Colorant alimentaire";"E110"
"VALUES";"E1100 - amylases, agent de traitement des farines";"Autre additif";"E1100"
"VALUES";"E1101 - protéases, agent de traitement des farines, stabilisant, exaltateur d'arome";"Autre additif";"E1101"
"VALUES";"E1101(i) - protéase, agent de traitement des farines, stabilisant, exaltateur d'arome";"Autre additif";"E1101(i)"
"VALUES";"E1101(ii) - papaïne, exaltateur d'arome";"Autre additif";"E1101(ii)"
"VALUES";"E1101(iii) - bromelaïne, agent de traitement des farines, stabilisant, exaltateur d'arome";"Autre additif";"E1101(iii)"
"VALUES";"E1101(iv) - ficine, agent de traitement des farines, stabilisant, exaltateur d'arome";"Autre additif";"E1101(iv)"
"VALUES";"E1102 - glucose oxydase, antioxidant";"Autre additif";"E1102"
"VALUES";"E1103 - invertase (stabilisant)";"Autre additif";"E1103"
"VALUES";"E1104 - lipases, exaltateur d'arome";"Autre additif";"E1104"
"VALUES";"E1105 - lysozyme (agent de conservation)";"Autre additif";"E1105"
"VALUES";"E111 - orange ggn, alpha-naphthol";"Colorant alimentaire";"E111"
"VALUES";"E120 - acide carminique (ou carmin ou rouge cochenille)";"Colorant alimentaire";"E120"
"VALUES";"E1200 - polydextrose (agent de lest, stabilisant, epaississant)";"Autre additif";"E1200"
"VALUES";"E1201 - poly vinyl pyrrolidone (raffermissant, stabilisant, dispersant)";"Autre additif";"E1201"
"VALUES";"E1202 - polyvinyl polypyrrolidone (stabilisant de la couleur, agent colloidal)";"Autre additif";"E1202"
"VALUES";"E1203 - alcool polyvinylique (agent d'enrobage, liant, agent de conditionnement hermetique, agent de finition superficielle)";"Autre additif";"E1203"
"VALUES";"E1204 - pullulane";"Autre additif";"E1204"
"VALUES";"E121 - orseille orceine";"Colorant alimentaire";"E121"
"VALUES";"E122 - azorubine (ou carmoisine)";"Colorant alimentaire";"E122"
"VALUES";"E123 - amarante";"Colorant alimentaire";"E123"
"VALUES";"E124 - ponceau 4r, rouge cochenille a";"Colorant alimentaire";"E124"
"VALUES";"E125 - ponceau sx";"Colorant alimentaire";"E125"
"VALUES";"E126 - ponceau gr";"Colorant alimentaire";"E126"
"VALUES";"E127 - érythrosine";"Colorant alimentaire";"E127"
"VALUES";"E128 - rouge 2g";"Colorant alimentaire";"E128"
"VALUES";"E129 - rouge allura ac";"Colorant alimentaire";"E129"
"VALUES";"E130 - manascorubine";"Colorant alimentaire";"E130"
"VALUES";"E131 - bleu patente v";"Colorant alimentaire";"E131"
"VALUES";"E132 - indigotine (ou carmin d'indigo)";"Colorant alimentaire";"E132"
"VALUES";"E133 - bleu brillant fcf";"Colorant alimentaire";"E133"
"VALUES";"E140 - chlorophyllines";"Colorant alimentaire";"E140"
"VALUES";"E1400 - dextrines, amidon torréfié, stabilisant, épaississant, liant, émulsifiant";"Autre additif";"E1400"
"VALUES";"E1401 - amidon traite aux acides, stabilisant, épaississant, liant, émulsifiant";"Autre additif";"E1401"
"VALUES";"E1402 - amidon traite aux alcalis, stabilisant, épaississant, liant, émulsifiant";"Autre additif";"E1402"
"VALUES";"E1403 - amidon blanchi, stabilisant, épaississant, liant, émulsifiant";"Autre additif";"E1403"
"VALUES";"E1404 - amidon oxyde (gélifiant, épaississant)";"Autre additif";"E1404"
"VALUES";"E1405 - amidons traites aux enzymes, stabilisant, épaississant, liant, émulsifiant";"Autre additif";"E1405"
"VALUES";"E140a - chlorophylles, pheophytine au magnésium";"Colorant alimentaire";"E140a"
"VALUES";"E140b - chlorophyllines";"Colorant alimentaire";"E140b"
"VALUES";"E141(i) - complexe cuivrique des chlorophylles";"Colorant alimentaire";"E141(i)"
"VALUES";"E141(ii) - complexe cuivrique des chlorophyllines avec sels de sodium et de potassium";"Colorant alimentaire";"E141(ii)"
"VALUES";"E1410 - phosphate d'amidon (gélifiant, épaississant)";"Autre additif";"E1410"
"VALUES";"E1411 - glycérol de diamidon (gélifiant, épaississant)";"Autre additif";"E1411"
"VALUES";"E1412 - phosphate de diamidon (gélifiant, épaississant)";"Autre additif";"E1412"
"VALUES";"E1413 - phosphate de diamidon phosphate (gélifiant, épaississant)";"Autre additif";"E1413"
"VALUES";"E1414 - phosphate de diamidon acetyle (gélifiant, épaississant)";"Autre additif";"E1414"
