PATH;/System/Characts/bcpg:entityLists/Ings;;;;;
TYPE;bcpg:ing;;;;;
COLUMNS;cm:name;bcpg:ingType;bcpg:ingCEECode;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en
#;http://fr.wikipedia.org/wiki/Liste_des_additifs_alimentaires;;;;;
VALUES;E100 - Curcumin;Food coloring;E100;E100 - Curcumin;E100 - curcumine;E100 - Curcumin
VALUES;E100 (i) - Curcumin;Food coloring;E100(i);E100 (i) - Curcumin;E100(i) - curcumine;E100 (i) - Curcumin
VALUES;E100 (ii) - turmeric;Food coloring;E100(ii);E100 (ii) - turmeric;E100(ii) - turmerique;E100 (ii) - turmeric
VALUES;E1000 - cholic acid (emulsifier);Other additive;E1000;E1000 - cholic acid (emulsifier);E1000 - acide cholique (émulsifiant);E1000 - cholic acid (emulsifier)
VALUES;E1001 - salts and esters of choline (emulsifier);Other additive;E1001;E1001 - salts and esters of choline (emulsifier);E1001 - sels et esters de choline (émulsifiant);E1001 - salts and esters of choline (emulsifier)
VALUES;E1001 (i) - acetate, choline, emulsifier;Other additive;E1001(i);E1001 (i) - acetate, choline, emulsifier;E1001(i) - acétate de choline, émulsifiant;E1001 (i) - acetate, choline, emulsifier
VALUES;E1001 (ii) - choline carbonate, emulsifier;Other additive;E1001(ii);E1001 (ii) - choline carbonate, emulsifier;E1001(ii) - carbonate de choline, émulsifiant;E1001 (ii) - choline carbonate, emulsifier
VALUES;E1001 (iii) - choline chloride, emulsifier;Other additive;E1001(iii);E1001 (iii) - choline chloride, emulsifier;E1001(iii) - chlorure de choline, émulsifiant;E1001 (iii) - choline chloride, emulsifier
VALUES;E1001 (iv) - choline citrate, emulsifier;Other additive;E1001(iv);E1001 (iv) - choline citrate, emulsifier;E1001(iv) - citrate de choline, émulsifiant;E1001 (iv) - choline citrate, emulsifier
VALUES;E1001 (v) - choline tartrate, emulsifier;Other additive;E1001(v);E1001 (v) - choline tartrate, emulsifier;E1001(v) - tartrate de choline, émulsifiant;E1001 (v) - choline tartrate, emulsifier
VALUES;E1001 (vi) - lactate, choline, emulsifier;Other additive;E1001(vi);E1001 (vi) - lactate, choline, emulsifier;E1001(vi) - lactate de choline, émulsifiant;E1001 (vi) - lactate, choline, emulsifier
VALUES;E101 (i) - riboflavin (vitamin b2);Food coloring;E101(i);E101 (i) - riboflavin (vitamin b2);E101(i) - riboflavine (vitamine b2);E101 (i) - riboflavin (vitamin b2)
VALUES;E101 (iii) - Riboflavin (Bacillus subtilis);Food coloring;E101(iii);E101 (iii) - Riboflavin (Bacillus subtilis);E101(iii) - riboflavine (bacillus subtilis);E101 (iii) - Riboflavin (Bacillus subtilis)
VALUES;E101a (ii) - 5'-phosphate sodium riboflavin;Food coloring;E101a(ii);E101a (ii) - 5'-phosphate sodium riboflavin;E101a(ii) - 5'-phosphate sodique de riboflavine;E101a (ii) - 5'-phosphate sodium riboflavin
VALUES;E102 - tartrazine;Food coloring;E102;E102 - tartrazine;E102 - tartrazine;E102 - tartrazine
VALUES;E103 - yellow Chrysoine (forbidden in France);Food coloring;E103;E103 - yellow Chrysoine (forbidden in France);E103 - jaune chrysoine (interdit en france);E103 - yellow Chrysoine (forbidden in France)
VALUES;E104 - Quinoline Yellow;Food coloring;E104;E104 - Quinoline Yellow;E104 - jaune de quinoléine;E104 - Quinoline Yellow
VALUES;E105 - yellow solid;Food coloring;E105;E105 - yellow solid;E105 - jaune solide;E105 - yellow solid
VALUES;E106 - riboflavin-5-phosphate sodium, Vitamin B2;Food coloring;E106;E106 - riboflavin-5-phosphate sodium, Vitamin B2;E106 - riboflavine-5-sodium phosphate, vitamine B2;E106 - riboflavin-5-phosphate sodium, Vitamin B2
VALUES;E107 - Yellow 2G;Food coloring;E107;E107 - Yellow 2G;E107 - jaune 2g;E107 - Yellow 2G
VALUES;E110 - Sunset Yellow FCF;Food coloring;E110;E110 - Sunset Yellow FCF;E110 - jaune orange s;E110 - Sunset Yellow FCF
VALUES;E1100 - amylases, flour treatment agent;Other additive;E1100;E1100 - amylases, flour treatment agent;E1100 - amylases, agent de traitement des farines;E1100 - amylases, flour treatment agent
VALUES;E1101 - proteases, flour treatment agent, stabilizer, flavor enhancer;Other additive;E1101;E1101 - proteases, flour treatment agent, stabilizer, flavor enhancer;E1101 - protéases, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101 - proteases, flour treatment agent, stabilizer, flavor enhancer
VALUES;E1101 (i) - protease, flour treatment agent, stabilizer, flavor enhancer;Other additive;E1101(i);E1101 (i) - protease, flour treatment agent, stabilizer, flavor enhancer;E1101(i) - protéase, agent de traitement des farines, stabilisant, exaltateur d'arome;E1101 (i) - protease, flour treatment agent, stabilizer, flavor enhancer
VALUES;E1101 (ii) - papain, Flavour;Other additive;E1101(ii);E1101 (ii) - papain, Flavour;E1101(ii) - papaïne, exaltateur d'arome;E1101 (ii) - papain, Flavour
